transaction_id,merchant_id,customer_id,business_category,currency_code,reference_token,gross_amount,fee_amount,net_amount,transaction_status,tax_amount,calculated_net,final_status,fee_percentage,currency_region,commerce_type,net_amount_mismatch_flag,fee_exceeds_amount_flag,dbt_loaded_at
A303857,B028921,C493985,RETAIL,EUR,REF-62900769,8.1,0.12,7.93,Cancelled,0.81,7.98,Cancelled,1.48,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A420382,B662692,C888774,RETAIL,EUR,REF-35129806,5.02,0.14,4.83,Cancelled,0.5,4.88,Cancelled,2.79,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A450279,B183972,C630422,SUBSCRIPTION,EUR,REF-42250190,2.98,0,2.97,Cancelled,0.3,2.98,Cancelled,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A598351,B590049,C815592,SUBSCRIPTION,EUR,REF-25590857,2.79,0.03,2.79,Cancelled,0.28,2.76,Cancelled,1.08,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A375911,B171252,C379724,WHOLESALE,EUR,REF-99994363,4.8,0,4.78,Cancelled,0.48,4.8,Cancelled,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A810834,B339851,C981303,WHOLESALE,EUR,REF-56174665,5.52,0,5.51,Cancelled,0.55,5.52,Cancelled,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A607337,B632640,C601748,B2B,EUR,REF-08179308,6.79,0.26,6.63,Cancelled,0.68,6.53,Cancelled,3.83,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A798100,B171401,C144348,B2B,EUR,REF-85727719,16.81,0.41,16.39,Cancelled,1.68,16.4,Cancelled,2.44,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A169758,B350704,C165974,MARKETPLACE,EUR,REF-69461872,3.75,0.19,3.59,Cancelled,0.38,3.56,Cancelled,5.07,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A242689,B325822,C120166,WHOLESALE,EUR,REF-01106547,6.88,0,6.82,Cancelled,0.69,6.88,Cancelled,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A752618,B337958,C286672,WHOLESALE,EUR,REF-40994742,20.65,0.1,20.57,Cancelled,2.06,20.55,Cancelled,0.48,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A753715,B788146,C561745,B2B,EUR,REF-75527434,2.64,0.14,2.49,Cancelled,0.26,2.5,Cancelled,5.3,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A920359,B043132,C333678,B2B,EUR,REF-15815104,6.82,0.2,6.62,Cancelled,0.68,6.62,Cancelled,2.93,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A980579,B280157,C241943,MARKETPLACE,EUR,REF-35179075,13.03,0,13.01,Cancelled,1.3,13.03,Cancelled,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A507172,B587681,C239651,MARKETPLACE,EUR,REF-17573772,5.69,0.02,5.67,Cancelled,0.57,5.67,Cancelled,0.35,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A088398,B626616,C070656,ONLINE,EUR,REF-69113836,4.41,0,4.38,Cancelled,0.44,4.41,Cancelled,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A103140,B948629,C848498,ONLINE,EUR,REF-52526748,3.1,0.26,2.81,Cancelled,0.31,2.84,Cancelled,8.39,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A460033,B960347,C294605,ONLINE,EUR,REF-12197682,8.38,0.29,8.11,Cancelled,0.84,8.09,Cancelled,3.46,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A422876,B376975,C867871,RETAIL,EUR,REF-95659115,3.97,0.22,3.72,Cancelled,0.4,3.75,Cancelled,5.54,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A835578,B399079,C408354,WHOLESALE,EUR,REF-90955362,27.87,0.15,27.65,Cancelled,2.79,27.72,Cancelled,0.54,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A257353,B628207,C198569,B2B,EUR,REF-91955397,7.31,0,7.25,Cancelled,0.73,7.31,Cancelled,0,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A752783,B800333,C470444,B2B,EUR,REF-31076508,1.8,0.21,1.6,Cancelled,0.18,1.59,Cancelled,11.67,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A486850,B285403,C803128,SUBSCRIPTION,EUR,REF-56873385,31.52,0.81,30.69,Cancelled,3.15,30.71,Cancelled,2.57,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A636813,B279479,C609286,RETAIL,EUR,REF-67409214,1.53,0.05,1.48,Cancelled,0.15,1.48,Cancelled,3.27,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A493856,B205568,C076287,RETAIL,EUR,REF-26949685,3.8,0.08,3.73,Cancelled,0.38,3.72,Cancelled,2.11,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A612783,B831284,C901887,RETAIL,EUR,REF-03753154,3.5,0.19,3.3,Cancelled,0.35,3.31,Cancelled,5.43,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A088100,B188875,C572025,RETAIL,EUR,REF-22127154,7.21,0.4,6.72,Cancelled,0.72,6.81,Cancelled,5.55,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A606103,B059378,C262718,SUBSCRIPTION,EUR,REF-05602063,5.74,0,5.68,Cancelled,0.57,5.74,Cancelled,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A722969,B026909,C204860,WHOLESALE,EUR,REF-56941245,2.94,0,2.92,Cancelled,0.29,2.94,Cancelled,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A567798,B594085,C868518,WHOLESALE,EUR,REF-18629212,15.73,0.06,15.71,Cancelled,1.57,15.67,Cancelled,0.38,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A174597,B510025,C319125,B2B,EUR,REF-25419764,5.29,0,5.28,Cancelled,0.53,5.29,Cancelled,0,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A930593,B483955,C546124,B2B,EUR,REF-00324863,6.45,0.09,6.4,Cancelled,0.65,6.36,Cancelled,1.4,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A488753,B069560,C750198,B2B,EUR,REF-03778513,47.07,0.92,46.14,Cancelled,4.71,46.15,Cancelled,1.95,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A685541,B381861,C147604,MARKETPLACE,EUR,REF-11146040,2.57,0,2.56,Cancelled,0.26,2.57,Cancelled,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A907041,B557279,C948798,MARKETPLACE,EUR,REF-77432162,33.18,0.02,33.18,Cancelled,3.32,33.16,Cancelled,0.06,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A168145,B593482,C869704,ONLINE,EUR,REF-68133110,3.78,0.11,3.65,Cancelled,0.38,3.67,Cancelled,2.91,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A034572,B445481,C267972,RETAIL,EUR,REF-73916350,4.64,0.08,4.6,Cancelled,0.46,4.56,Cancelled,1.72,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A961572,B601625,C389499,SUBSCRIPTION,EUR,REF-15519592,4.26,0,4.16,Cancelled,0.43,4.26,Cancelled,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A301187,B027885,C712730,SUBSCRIPTION,EUR,REF-28541274,9.04,0,9.04,Cancelled,0.9,9.04,Cancelled,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A719524,B237881,C071533,WHOLESALE,EUR,REF-97295285,2.59,0.08,2.43,Cancelled,0.26,2.51,Cancelled,3.09,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A597209,B456363,C504068,WHOLESALE,EUR,REF-24924905,16.12,0.26,15.93,Cancelled,1.61,15.86,Cancelled,1.61,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A216189,B443945,C938740,MARKETPLACE,EUR,REF-06794412,1.19,0.29,0.83,Cancelled,0.12,0.9,Cancelled,24.37,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A730169,B450216,C962732,B2B,EUR,REF-43522089,1.09,0.13,0.89,Cancelled,0.11,0.96,Cancelled,11.93,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A543897,B295414,C379145,RETAIL,EUR,REF-28889729,7.43,0.14,7.19,Cancelled,0.74,7.29,Cancelled,1.88,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A696507,B190881,C595152,ONLINE,EUR,REF-62101329,1.56,0,1.55,Cancelled,0.16,1.56,Cancelled,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A998867,B908682,C912383,RETAIL,EUR,REF-67150473,4.24,0.3,3.93,Cancelled,0.42,3.94,Cancelled,7.08,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A892554,B534304,C976027,RETAIL,EUR,REF-32149318,19.71,0.36,19.37,Cancelled,1.97,19.35,Cancelled,1.83,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A678046,B637771,C816399,SUBSCRIPTION,EUR,REF-49235800,3.82,0.02,3.73,Cancelled,0.38,3.8,Cancelled,0.52,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A110012,B064875,C153222,WHOLESALE,EUR,REF-01110067,19.71,0.7,19,Cancelled,1.97,19.01,Cancelled,3.55,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A277666,B939209,C113215,MARKETPLACE,EUR,REF-78615284,2.97,0.11,2.84,Cancelled,0.3,2.86,Cancelled,3.7,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A090529,B171854,C887481,ONLINE,EUR,REF-77736407,5.43,0.12,5.29,Cancelled,0.54,5.31,Cancelled,2.21,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A617684,B992423,C230283,RETAIL,EUR,REF-40666384,3.91,0.22,3.71,Cancelled,0.39,3.69,Cancelled,5.63,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A565612,B562477,C580201,RETAIL,EUR,REF-08608867,16.62,0.32,16.26,Cancelled,1.66,16.3,Cancelled,1.93,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A074606,B575279,C389376,SUBSCRIPTION,EUR,REF-54170067,13.86,0.44,13.47,Cancelled,1.39,13.42,Cancelled,3.17,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A476293,B414345,C167095,B2B,EUR,REF-64980290,21.12,0.45,20.68,Cancelled,2.11,20.67,Cancelled,2.13,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A058516,B958374,C592636,ONLINE,EUR,REF-96409861,5.85,0.19,5.76,Cancelled,0.58,5.66,Cancelled,3.25,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A674269,B930866,C328822,RETAIL,EUR,REF-68417925,37.5,0.57,36.98,Cancelled,3.75,36.93,Cancelled,1.52,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A157876,B810529,C886736,WHOLESALE,EUR,REF-74365667,11.31,0.63,10.73,Cancelled,1.13,10.68,Cancelled,5.57,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A714347,B255478,C428334,ONLINE,EUR,REF-53703885,4.05,0.11,3.83,Cancelled,0.41,3.94,Cancelled,2.72,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A393730,B461595,C879729,RETAIL,EUR,REF-34161939,7.21,0.04,7.15,Cancelled,0.72,7.17,Cancelled,0.55,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A120446,B317423,C795950,B2B,EUR,REF-51512015,6.44,0.01,6.4300000000000006,Cancelled,0.64,6.43,Cancelled,0.16,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A806217,B472920,C770181,ONLINE,EUR,REF-15162905,3.44,0.03,3.4,Cancelled,0.34,3.41,Cancelled,0.87,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A936073,B427855,C236262,ONLINE,EUR,REF-32506036,5.27,0.15,5.08,Cancelled,0.53,5.12,Cancelled,2.85,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A810556,B486098,C420932,RETAIL,EUR,REF-26318906,7.68,0,7.65,Cancelled,0.77,7.68,Cancelled,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A964374,B156474,C300400,SUBSCRIPTION,EUR,REF-13109403,10.77,0.3,10.46,Cancelled,1.08,10.47,Cancelled,2.79,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A102398,B650529,C501528,WHOLESALE,EUR,REF-54939781,2.39,0,2.3800000000000003,Cancelled,0.24,2.39,Cancelled,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A951071,B918106,C662983,WHOLESALE,EUR,REF-80331456,18.79,0.31,18.53,Cancelled,1.88,18.48,Cancelled,1.65,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A200832,B111077,C997496,ONLINE,EUR,REF-65520985,12.21,0.22,11.95,Cancelled,1.22,11.99,Cancelled,1.8,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A085138,B781334,C273408,RETAIL,EUR,REF-28438902,18.81,0.6,18.21,Cancelled,1.88,18.21,Cancelled,3.19,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A736385,B213031,C249160,B2B,EUR,REF-16193900,7.62,0.21,7.44,Cancelled,0.76,7.41,Cancelled,2.76,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A397795,B725206,C928355,B2B,EUR,REF-77213644,11.98,0.27,11.74,Cancelled,1.2,11.71,Cancelled,2.25,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A916176,B886176,C163585,MARKETPLACE,EUR,REF-69723505,7.69,0.4,7.23,Cancelled,0.77,7.29,Cancelled,5.2,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A964915,B019703,C112146,ONLINE,EUR,REF-67524655,4.38,0,4.3,Cancelled,0.44,4.38,Cancelled,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A266436,B485332,C229009,RETAIL,EUR,REF-92553930,9.09,0.03,9.05,Cancelled,0.91,9.06,Cancelled,0.33,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A457862,B589411,C732766,SUBSCRIPTION,EUR,REF-34911629,17.18,0.16,16.99,Cancelled,1.72,17.02,Cancelled,0.93,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A045339,B535275,C764298,MARKETPLACE,EUR,REF-28053068,9.3,0,9.3,Cancelled,0.93,9.3,Cancelled,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A871079,B574444,C189084,ONLINE,EUR,REF-60993398,25.76,0.2,25.61,Cancelled,2.58,25.56,Cancelled,0.78,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A266492,B680752,C089640,SUBSCRIPTION,EUR,REF-74442761,2.96,0,2.93,Cancelled,0.3,2.96,Cancelled,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A080690,B103451,C161246,SUBSCRIPTION,EUR,REF-25339246,2.72,0.06,2.71,Cancelled,0.27,2.66,Cancelled,2.21,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A781298,B280545,C971154,SUBSCRIPTION,EUR,REF-76809394,8.01,0.22,7.74,Cancelled,0.8,7.79,Cancelled,2.75,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A308134,B764943,C777952,SUBSCRIPTION,EUR,REF-12974359,7.04,0.36,6.77,Cancelled,0.7,6.68,Cancelled,5.11,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A182339,B941803,C673680,SUBSCRIPTION,EUR,REF-67203320,80.49,2.34,78.14,Cancelled,8.05,78.15,Cancelled,2.91,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A263594,B946041,C104201,WHOLESALE,EUR,REF-59752773,12.86,0.23,12.59,Cancelled,1.29,12.63,Cancelled,1.79,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A336645,B456304,C988933,WHOLESALE,EUR,REF-92661799,11.92,0.44,11.43,Cancelled,1.19,11.48,Cancelled,3.69,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A378714,B155380,C960439,MARKETPLACE,EUR,REF-76004953,3.65,0,3.64,Cancelled,0.36,3.65,Cancelled,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A500020,B101875,C741974,MARKETPLACE,EUR,REF-59233473,6.72,0.16,6.53,Cancelled,0.67,6.56,Cancelled,2.38,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A077307,B934423,C711367,RETAIL,EUR,REF-97229890,9.85,0.13,9.73,Cancelled,0.98,9.72,Cancelled,1.32,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A143998,B874973,C408196,SUBSCRIPTION,EUR,REF-84682676,12.35,0,12.32,Cancelled,1.24,12.35,Cancelled,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A409867,B987237,C692157,SUBSCRIPTION,EUR,REF-71304940,1,0.03,0.99,Cancelled,0.1,0.97,Cancelled,3,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A571458,B504048,C258366,WHOLESALE,EUR,REF-61780457,3.82,0,3.81,Cancelled,0.38,3.82,Cancelled,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A597129,B365597,C652386,WHOLESALE,EUR,REF-71733480,13.37,0.35,13.03,Cancelled,1.34,13.02,Cancelled,2.62,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A779229,B079491,C766355,WHOLESALE,EUR,REF-10378223,24.71,0.63,24.03,Cancelled,2.47,24.08,Cancelled,2.55,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A761788,B703610,C958527,B2B,EUR,REF-24778086,9.7,0.13,9.51,Cancelled,0.97,9.57,Cancelled,1.34,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A933305,B304653,C597245,B2B,EUR,REF-40958915,3.3,0.2,3.12,Cancelled,0.33,3.1,Cancelled,6.06,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A368327,B767334,C068481,ONLINE,EUR,REF-35440367,9.1,0.45,8.59,Cancelled,0.91,8.65,Cancelled,4.95,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A433432,B754677,C724933,RETAIL,EUR,REF-49620522,14.16,0.32,13.78,Cancelled,1.42,13.84,Cancelled,2.26,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A109802,B481239,C082382,SUBSCRIPTION,EUR,REF-07749933,4.52,0,4.49,Cancelled,0.45,4.52,Cancelled,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A339400,B445454,C849031,SUBSCRIPTION,EUR,REF-92728471,12.03,0.15,11.9,Cancelled,1.2,11.88,Cancelled,1.25,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A442438,B508213,C023989,SUBSCRIPTION,EUR,REF-94344378,26.65,0.38,26.21,Cancelled,2.67,26.27,Cancelled,1.43,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A780741,B719258,C523011,B2B,EUR,REF-84174531,6.27,0,6.2299999999999995,Cancelled,0.63,6.27,Cancelled,0,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A648641,B566976,C748059,B2B,EUR,REF-18563684,4.99,0.08,4.9,Cancelled,0.5,4.91,Cancelled,1.6,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A488179,B947655,C325922,MARKETPLACE,EUR,REF-82860146,9.19,0,9.18,Cancelled,0.92,9.19,Cancelled,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A648087,B272023,C843907,MARKETPLACE,EUR,REF-60982494,5.65,0.13,5.55,Cancelled,0.57,5.52,Cancelled,2.3,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A216920,B753039,C042292,ONLINE,EUR,REF-43354229,4.01,0,3.99,Cancelled,0.4,4.01,Cancelled,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A818289,B109156,C398722,RETAIL,EUR,REF-32252169,5.51,0.19,5.3,Cancelled,0.55,5.32,Cancelled,3.45,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A372046,B773270,C350321,WHOLESALE,EUR,REF-15607993,7.83,0,7.7,Cancelled,0.78,7.83,Cancelled,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A639298,B741819,C470779,WHOLESALE,EUR,REF-99313610,4.84,0.14,4.77,Cancelled,0.48,4.7,Cancelled,2.89,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A938192,B618325,C533544,B2B,EUR,REF-57946598,4.64,0,4.64,Cancelled,0.46,4.64,Cancelled,0,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A078918,B103061,C356531,B2B,EUR,REF-81696838,8.03,0.1,7.92,Cancelled,0.8,7.93,Cancelled,1.25,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A762014,B986154,C270886,B2B,EUR,REF-76662139,7.56,0.5,6.97,Cancelled,0.76,7.06,Cancelled,6.61,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A468477,B107391,C819180,MARKETPLACE,EUR,REF-30687566,2.23,0,2.21,Cancelled,0.22,2.23,Cancelled,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A655039,B490293,C921797,ONLINE,EUR,REF-24488845,8.32,0,8.31,Cancelled,0.83,8.32,Cancelled,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A359858,B564898,C247506,ONLINE,EUR,REF-92790726,20.44,0.01,20.42,Cancelled,2.04,20.43,Cancelled,0.05,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A321581,B369049,C262544,ONLINE,EUR,REF-14987768,4.04,0.03,4,Cancelled,0.4,4.01,Cancelled,0.74,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A910230,B871457,C153101,ONLINE,EUR,REF-53508275,11.14,0.43,10.67,Cancelled,1.11,10.71,Cancelled,3.86,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A438299,B227099,C312997,SUBSCRIPTION,EUR,REF-43646172,9.27,0.19,9.09,Cancelled,0.93,9.08,Cancelled,2.05,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A883168,B826946,C694909,WHOLESALE,EUR,REF-70113891,11.94,0.14,11.74,Cancelled,1.19,11.8,Cancelled,1.17,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A547296,B110072,C980215,WHOLESALE,EUR,REF-78687230,21.17,0.32,20.88,Cancelled,2.12,20.85,Cancelled,1.51,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A362160,B867699,C190008,ONLINE,EUR,REF-37453640,23.7,0.77,22.91,Cancelled,2.37,22.93,Cancelled,3.25,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A149891,B594938,C340567,WHOLESALE,EUR,REF-46068192,13.79,0.11,13.64,Cancelled,1.38,13.68,Cancelled,0.8,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A486877,B808881,C548772,B2B,EUR,REF-95847372,8.33,0.1,8.23,Cancelled,0.83,8.23,Cancelled,1.2,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A200057,B535123,C780906,B2B,EUR,REF-99853165,6.13,0.12,5.95,Cancelled,0.61,6.01,Cancelled,1.96,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A838905,B680762,C573794,MARKETPLACE,EUR,REF-50458668,9.76,0.55,9.15,Cancelled,0.98,9.21,Cancelled,5.64,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A855748,B803768,C853470,ONLINE,EUR,REF-33827031,6.29,0.1,6.08,Cancelled,0.63,6.19,Cancelled,1.59,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A094189,B909136,C761259,RETAIL,EUR,REF-97374381,3.27,0,3.19,Cancelled,0.33,3.27,Cancelled,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A278246,B156738,C238871,RETAIL,EUR,REF-53612473,12.1,0.26,11.81,Cancelled,1.21,11.84,Cancelled,2.15,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A243230,B273001,C534240,RETAIL,EUR,REF-10197471,2.41,0.35,2.04,Cancelled,0.24,2.06,Cancelled,14.52,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A125815,B802118,C733175,WHOLESALE,EUR,REF-17629313,3.07,0.16,2.91,Cancelled,0.31,2.91,Cancelled,5.21,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A163662,B230121,C042761,B2B,EUR,REF-45948890,32.8,0.34,32.35,Cancelled,3.28,32.46,Cancelled,1.04,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A400466,B377459,C669432,MARKETPLACE,EUR,REF-19350617,12.67,0.23,12.42,Cancelled,1.27,12.44,Cancelled,1.82,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A207989,B271667,C443096,ONLINE,EUR,REF-93892648,1.36,0,1.32,Cancelled,0.14,1.36,Cancelled,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A147551,B229034,C920937,ONLINE,EUR,REF-41641317,65.42,1.37,64.07,Cancelled,6.54,64.05,Cancelled,2.09,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A030247,B665244,C961139,WHOLESALE,EUR,REF-71431828,1.35,0,1.35,Cancelled,0.14,1.35,Cancelled,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A499761,B559876,C496530,WHOLESALE,EUR,REF-93692531,16.98,0.46,16.59,Cancelled,1.7,16.52,Cancelled,2.71,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
