ID1,ID2,ID3,String1,String2,String3,Float1,Float2,Float3,Status
A542448,B274044,C468690,Wholesale,EUR,REF-93752568,3.81,0.0,3.8000000000000003,Failed
A234508,B336391,C624294,Wholesale,USD,REF-04144594,14.68,0.19,14.52,Settled
A861118,B402231,C892074,Marketplace,EUR,REF-27208623,2.59,0.07,2.57,Settled
A694699,B060446,C492132,Marketplace,GBP,REF-61180717,12.44,0.57,11.91,In Review
A078287,B499913,C118686,Subscription,USD,REF-56639477,5.71,0.01,5.66,Settled
A875592,B184374,C431836,Online,EUR,REF-67054141,16.98,0.23,16.81,Reversed
A599763,B701376,C695988,Subscription,SEK,REF-90667506,12.13,0.0,12.12,Pending
A538078,B724090,C318369,Retail,USD,REF-82102589,28.54,0.59,27.96,Failed
A129333,B429513,C343865,Wholesale,EUR,REF-31390512,11.93,0.33,11.61,Pending
A592217,B233011,C040107,Subscription,USD,REF-36737260,1.89,0.0,1.88,Failed
A377091,B756507,C931863,Online,EUR,REF-33757241,6.3,0.0,6.27,In Review
A281084,B733262,C078197,Wholesale,SEK,REF-18162161,2.6,0.0,2.5700000000000003,Failed
A214661,B320167,C863420,Subscription,EUR,REF-56804682,4.39,0.0,4.37,Settled
A140088,B831604,C578076,Subscription,PLN,REF-12179882,22.28,0.5,21.79,Cancelled
A833568,B536957,C741325,B2B,GBP,REF-11529415,11.08,0.24,10.91,Settled
A437567,B910086,C579669,Subscription,USD,REF-14252914,3.8,0.11,3.7,Settled
A266492,B680752,C089640,Subscription,EUR,REF-74442761,2.96,0.0,2.93,Cancelled
A538256,B906239,C045184,Subscription,EUR,REF-52401585,6.83,0.22,6.7,Settled
A333673,B284857,C272113,Retail,PLN,REF-30477228,2.51,0.18,2.31,Settled
A564606,B180567,C434844,Online,USD,REF-59679931,3.89,0.07,3.79,Pending
A033916,B774268,C960690,Online,NOK,REF-71771699,8.54,0.11,8.36,In Review
A190274,B558507,C949489,Subscription,USD,REF-78842406,16.76,0.13,16.7,Reversed
A655531,B771438,C155961,Wholesale,USD,REF-46052116,10.82,0.17,10.73,Settled
A077106,B883344,C188048,B2B,NOK,REF-80445983,1.06,0.27,0.81,Pending
A976309,B360012,C949362,Subscription,GBP,REF-32159555,8.49,0.35,8.09,Settled
A335655,B242983,C768140,Wholesale,EUR,REF-84277943,7.05,0.13,6.92,Settled
A573335,B182920,C372524,Online,PLN,REF-19218457,9.26,0.2,9.04,Settled
A802853,B999124,C508139,B2B,EUR,REF-15968152,24.23,0.04,24.14,Settled
A484874,B556730,C033195,Retail,USD,REF-75989767,1.28,0.11,1.14,In Review
A272821,B736377,C777867,Online,EUR,REF-74531183,4.15,0.0,4.130000000000001,Settled
A860821,B953443,C819279,Wholesale,NOK,REF-87759889,10.67,0.24,10.4,Failed
A683704,B933715,C271791,Wholesale,SEK,REF-07272588,1.88,0.47,1.42,Settled
A715042,B993090,C073508,Subscription,PLN,REF-90304757,21.66,0.23,21.34,Settled
A259674,B310845,C984446,Wholesale,EUR,REF-88055667,8.93,0.56,8.46,Pending
A085817,B677029,C482099,Subscription,GBP,REF-55901515,13.09,0.35,12.73,Settled
A234913,B202628,C359993,Online,EUR,REF-52535859,4.21,0.0,4.2,Settled
A734251,B464810,C024883,Retail,EUR,REF-15158948,12.75,0.25,12.51,Settled
A211115,B949629,C626800,Marketplace,PLN,REF-64152937,15.64,0.43,15.22,Settled
A781298,B280545,C971154,Subscription,EUR,REF-76809394,8.01,0.22,7.74,Cancelled
A428603,B281628,C683566,Wholesale,EUR,REF-61978753,8.02,0.0,7.99,Settled
A305726,B568545,C963744,Subscription,USD,REF-22242798,8.26,0.17,8.05,Pending
A268706,B904274,C660576,Marketplace,GBP,REF-55797869,3.33,0.13,3.21,Settled
A067171,B636023,C702412,Retail,EUR,REF-16186863,5.91,0.08,5.9,Pending
A362455,B170211,C529683,Marketplace,USD,REF-52334989,5.89,0.19,5.71,Failed
A936913,B964489,C811341,Retail,SEK,REF-88053043,9.04,0.39,8.6,Settled
A576643,B358473,C676535,Marketplace,EUR,REF-92210690,14.8,0.0,14.8,Settled
A780390,B454931,C593596,Online,PLN,REF-71935687,2.85,0.14,2.71,Settled
A831809,B628618,C679314,Wholesale,USD,REF-34837299,6.02,0.01,5.99,In Review
A701750,B687397,C912884,B2B,EUR,REF-34522186,21.76,0.51,21.24,Settled
A766111,B911890,C737694,Retail,EUR,REF-77879427,3.67,0.24,3.47,Settled
A432611,B228191,C416744,Retail,EUR,REF-01390005,3.45,0.0,3.41,Failed
A437307,B461319,C726213,Online,GBP,REF-36195432,7.82,0.0,7.8,Failed
A419890,B323551,C897144,Marketplace,USD,REF-04588990,13.07,0.35,12.77,Settled
A302417,B599161,C673188,Wholesale,EUR,REF-80349446,6.71,0.07,6.67,Settled
A045127,B279299,C527660,Subscription,EUR,REF-37800611,19.26,0.0,19.23,Settled
A656701,B326360,C910669,Online,PLN,REF-83395096,13.2,0.0,13.17,Settled
A648518,B667838,C379593,B2B,EUR,REF-15088652,13.04,0.66,12.32,Cancelled
A433267,B195255,C898266,Marketplace,EUR,REF-03724193,10.36,0.37,10.01,Pending
A664956,B440755,C540629,Marketplace,NOK,REF-44058411,42.82,1.0,41.79,Cancelled
A757283,B740674,C042622,Wholesale,EUR,REF-96242855,5.64,0.37,5.22,Settled
A907395,B468678,C056726,Wholesale,GBP,REF-08200599,1.34,0.16,1.14,Reversed
A859338,B734860,C981048,Marketplace,EUR,REF-12717110,24.0,0.9,23.09,Settled
A342073,B452185,C269321,Subscription,EUR,REF-78544721,4.61,0.0,4.6,Settled
A286625,B864044,C794111,Wholesale,EUR,REF-11335793,7.25,0.0,7.22,Settled
A475820,B848440,C648905,Online,PLN,REF-59085368,18.96,0.32,18.64,Settled
A385000,B150686,C593487,Wholesale,GBP,REF-04168951,1.85,0.08,1.83,Settled
A673606,B882041,C513594,Retail,EUR,REF-03785997,2.44,0.24,2.12,Pending
A028900,B058608,C608354,Online,GBP,REF-38831791,1.85,0.0,1.82,Settled
A268025,B916353,C781041,B2B,PLN,REF-64552094,3.52,0.19,3.33,Settled
A429422,B625230,C388742,Subscription,USD,REF-59512415,9.45,0.29,9.14,Settled
A096932,B144665,C645249,Retail,USD,REF-95463820,10.12,0.28,9.74,Reversed
A438281,B488807,C430410,Retail,USD,REF-05459823,8.3,0.17,8.17,Settled
A155550,B958912,C677101,Marketplace,EUR,REF-06329336,2.15,0.12,1.96,Settled
A916673,B625689,C379040,B2B,PLN,REF-77518201,1.05,0.0,1.03,Pending
A101429,B522213,C199262,B2B,GBP,REF-35671339,6.95,0.1,6.93,Settled
A406000,B238782,C949153,Marketplace,PLN,REF-21268098,4.56,0.0,4.5,Settled
A259644,B367695,C960717,Subscription,PLN,REF-89476510,9.61,0.0,9.59,Settled
A425619,B825611,C598052,Online,GBP,REF-31685271,11.66,0.26,11.4,In Review
A730490,B853759,C645965,Subscription,GBP,REF-03343886,7.43,0.06,7.26,Settled
A329047,B444913,C158895,Subscription,SEK,REF-01672727,12.22,0.0,12.16,Pending
A727162,B554984,C738579,Marketplace,USD,REF-91859466,7.99,0.0,7.95,Settled
A103382,B677307,C770386,Subscription,PLN,REF-15946568,10.16,0.6,9.59,Reversed
A982941,B974531,C119763,Retail,PLN,REF-98874730,3.79,0.0,3.71,Pending
A603479,B195000,C694331,Subscription,EUR,REF-19824928,5.76,0.16,5.6,In Review
A914867,B066458,C161859,B2B,USD,REF-38997561,7.79,0.0,7.79,In Review
A211266,B049635,C633302,Marketplace,GBP,REF-06295975,12.82,0.58,12.3,In Review
A691975,B542427,C783811,Wholesale,EUR,REF-46499488,4.85,0.16,4.68,Settled
A520792,B357945,C264091,Marketplace,USD,REF-96203908,10.09,0.1,10.01,Pending
A281847,B105492,C865454,Retail,EUR,REF-98817062,5.38,0.0,5.35,Failed
A768669,B425918,C618646,B2B,EUR,REF-37295742,6.05,0.26,5.84,Settled
A497614,B614512,C988238,Wholesale,USD,REF-05990018,12.92,0.0,12.9,Settled
A733722,B429563,C816344,Retail,EUR,REF-69155688,1.35,0.0,1.33,Settled
A019398,B687789,C629448,Wholesale,GBP,REF-31813898,2.36,0.05,2.3,Reversed
A109380,B239389,C167200,Subscription,USD,REF-86878308,2.03,0.02,2.03,Reversed
A795273,B985684,C951704,Wholesale,EUR,REF-06346722,1.03,0.39,0.6,Reversed
A420870,B467401,C547366,Subscription,EUR,REF-09673388,3.87,0.01,3.8600000000000003,Settled
A196342,B499455,C417159,B2B,EUR,REF-74633159,12.11,0.45,11.59,Failed
A799729,B505750,C208973,Marketplace,USD,REF-65020541,5.3,0.32,4.95,Settled
A153343,B939515,C513297,Subscription,GBP,REF-65120650,7.79,0.16,7.63,In Review
A006956,B286404,C552370,Subscription,USD,REF-86344964,15.9,0.25,15.67,Settled
A552965,B498741,C044586,Marketplace,EUR,REF-67362750,19.24,0.07,19.2,Pending
A147528,B332034,C642091,Retail,USD,REF-19025525,6.29,0.27,6.1,In Review
A707059,B594807,C041558,B2B,SEK,REF-80271665,19.64,0.35,19.3,Settled
A417575,B559424,C810800,Marketplace,SEK,REF-54510492,7.16,0.16,6.97,Settled
A909767,B927259,C512789,B2B,GBP,REF-18091517,3.4,0.21,3.18,Settled
A506229,B044780,C498426,Marketplace,EUR,REF-71301633,4.13,0.48,3.64,Settled
A199259,B744173,C403107,Marketplace,EUR,REF-67713520,2.03,0.17,1.89,Pending
A522240,B041280,C930409,Subscription,USD,REF-28185202,3.27,0.0,3.22,In Review
A648641,B566976,C748059,B2B,EUR,REF-18563684,4.99,0.08,4.9,Cancelled
A891194,B432536,C911356,Online,USD,REF-88966592,12.65,0.27,12.47,In Review
A126069,B089655,C825965,Retail,EUR,REF-85693367,26.35,0.53,25.83,Settled
A749130,B062685,C816883,Retail,SEK,REF-19788395,2.2,0.29,1.86,Settled
A601179,B793193,C833795,Wholesale,GBP,REF-68903561,9.11,0.2,8.89,Settled
A951156,B746421,C555169,B2B,NOK,REF-11820537,2.89,0.07,2.71,Pending
A583736,B592746,C319458,Online,PLN,REF-91172156,9.72,0.13,9.59,Pending
A965634,B586827,C189413,B2B,EUR,REF-28098387,5.99,0.08,5.99,Failed
A563306,B093953,C273010,Wholesale,USD,REF-17175053,1.54,0.03,1.44,Settled
A050521,B026264,C650845,B2B,PLN,REF-79766413,13.98,0.0,13.9,Pending
A117074,B814325,C420884,Marketplace,EUR,REF-96023342,4.1,0.0,4.07,Settled
A100395,B329497,C705972,Wholesale,EUR,REF-71417296,4.34,0.0,4.33,Settled
A531832,B787397,C571924,Subscription,EUR,REF-89672259,2.83,0.01,2.83,Failed
A805968,B087960,C494631,Subscription,EUR,REF-89116346,3.94,0.0,3.94,Cancelled
A567151,B665918,C234287,Marketplace,USD,REF-29412134,9.37,0.37,8.94,Pending
A934825,B906244,C966947,Online,EUR,REF-61678927,5.72,0.32,5.4,Settled
A501589,B375907,C537043,Online,EUR,REF-68940571,8.65,0.24,8.5,Settled
A682667,B310741,C097044,B2B,USD,REF-91816806,8.89,0.0,8.87,In Review
A200513,B749716,C391083,Marketplace,PLN,REF-54053991,19.13,0.42,18.72,Pending
A009364,B382183,C854202,Retail,EUR,REF-54320373,5.06,0.0,5.06,Reversed
A717272,B327841,C318175,Retail,GBP,REF-81700693,2.04,0.01,1.96,Settled
A095341,B787136,C903791,Marketplace,SEK,REF-91834738,15.62,0.34,15.33,Settled
A958470,B680155,C255757,Online,EUR,REF-06457927,5.1,0.28,4.87,Settled
A966496,B216409,C628153,Subscription,USD,REF-87018174,16.22,0.47,15.65,Reversed
A215774,B449790,C514523,Marketplace,EUR,REF-39131272,9.04,0.42,8.55,In Review
A089741,B207893,C887764,Online,GBP,REF-47344186,5.99,0.17,5.77,Settled
A889072,B489377,C279819,Online,PLN,REF-43177958,8.79,0.11,8.72,In Review
A900798,B807276,C212100,Marketplace,EUR,REF-00647152,31.68,0.92,30.72,Failed
A538883,B648938,C236511,B2B,PLN,REF-57314346,35.04,1.06,34.0,Failed
A374044,B533078,C345252,B2B,EUR,REF-98576382,7.03,0.03,7.0,In Review
A451688,B308958,C268092,Online,PLN,REF-71675143,7.56,0.28,7.28,Settled
A930471,B256586,C181389,B2B,USD,REF-49709333,15.73,0.37,15.39,Settled
A551729,B627080,C578566,B2B,EUR,REF-02295759,3.38,0.0,3.37,Settled
A197773,B157738,C313555,Marketplace,SEK,REF-74094869,8.68,0.09,8.59,Pending
A685712,B888321,C156120,Subscription,USD,REF-66855566,6.52,0.0,6.52,Cancelled
A972322,B791500,C165345,Marketplace,EUR,REF-45228079,8.55,0.25,8.31,Settled
A057353,B764710,C114738,B2B,GBP,REF-36523262,3.41,0.0,3.4,Settled
A520949,B203919,C163845,B2B,EUR,REF-36207933,1.86,0.0,1.84,Pending
A536481,B343863,C941410,Subscription,SEK,REF-21510283,1.27,0.0,1.27,Pending
A767652,B491122,C030801,Online,EUR,REF-35822910,2.72,0.25,2.45,Settled
A557824,B824344,C953546,Subscription,USD,REF-16158345,4.61,0.04,4.58,Settled
A210498,B190049,C744694,Marketplace,USD,REF-35531896,5.26,0.0,5.23,Settled
A609932,B832832,C283033,Subscription,USD,REF-93511819,31.33,0.46,30.92,Settled
A133031,B375665,C302142,B2B,USD,REF-57943444,16.11,0.05,16.099999999999998,Settled
A530976,B882387,C091790,Subscription,EUR,REF-58120908,3.08,0.18,2.88,Settled
A233181,B083897,C611071,Subscription,GBP,REF-80777626,8.78,0.0,8.75,Pending
A998604,B745841,C073771,B2B,EUR,REF-87707944,4.8,0.11,4.67,Pending
A747319,B010180,C694496,Retail,GBP,REF-56904598,5.3,0.53,4.77,Pending
A746632,B332804,C457664,Retail,EUR,REF-36145676,7.71,0.09,7.64,Settled
A000643,B576633,C671124,Retail,PLN,REF-52599365,10.92,0.24,10.67,Pending
A428807,B754696,C953672,B2B,GBP,REF-86824730,5.07,0.0,5.05,Settled
A689776,B569211,C930729,Marketplace,GBP,REF-30663546,15.58,0.26,15.41,Pending
A487769,B356596,C190839,Online,EUR,REF-98088861,2.67,0.11,2.55,Reversed
A102401,B189765,C719773,Retail,PLN,REF-46281994,6.69,0.05,6.6,Pending
A525325,B358262,C553511,Retail,USD,REF-72845059,53.14,0.42,52.77,Settled
A662821,B197364,C615912,Online,NOK,REF-17979642,7.95,0.21,7.78,Settled
A723080,B039996,C077630,Subscription,EUR,REF-98491162,20.93,0.0,20.919999999999998,Settled
A302141,B773155,C132339,Wholesale,GBP,REF-74467767,7.16,0.26,6.99,Cancelled
A580860,B985833,C166932,Subscription,USD,REF-89504104,10.59,0.06,10.54,Pending
A900902,B446627,C021250,Retail,NOK,REF-78317749,6.36,0.0,6.34,Settled
A954797,B338157,C098458,B2B,EUR,REF-43059228,5.8,0.14,5.57,Failed
A314178,B604022,C725172,Wholesale,EUR,REF-23849741,3.57,0.26,3.26,Settled
A681333,B002180,C322908,Marketplace,PLN,REF-80058741,9.38,0.0,9.370000000000001,Settled
A910685,B279873,C867448,B2B,EUR,REF-24296668,3.37,0.03,3.28,Settled
A076504,B453975,C782736,Online,GBP,REF-28479774,11.33,0.09,11.16,Pending
A567868,B586136,C598799,Marketplace,EUR,REF-18933695,15.85,0.57,15.28,Reversed
A755591,B297114,C367343,Marketplace,SEK,REF-97739997,8.92,0.44,8.51,Settled
A217999,B418236,C990690,Wholesale,USD,REF-70346847,5.29,0.06,5.22,Pending
A296295,B236020,C632346,Subscription,EUR,REF-29883710,9.56,0.33,9.28,Pending
A851059,B274293,C887997,Subscription,PLN,REF-21631392,5.2,0.32,4.91,Pending
A169198,B334880,C270257,Online,EUR,REF-86404989,14.06,0.65,13.47,Settled
A300356,B553676,C938839,Marketplace,EUR,REF-72144751,1.54,0.1,1.52,Settled
A833105,B912920,C279556,B2B,PLN,REF-70032105,5.09,0.03,5.08,In Review
A611022,B069219,C730823,B2B,EUR,REF-06537636,1.35,0.0,1.33,Settled
A644153,B197031,C997291,Wholesale,EUR,REF-96560280,2.01,0.0,1.99,Failed
A544158,B126688,C963570,Marketplace,USD,REF-43933634,19.8,0.13,19.68,Pending
A380646,B170065,C361606,Marketplace,EUR,REF-71946608,13.61,0.21,13.48,In Review
A786073,B443371,C600454,Marketplace,NOK,REF-18074081,3.74,0.03,3.67,Settled
A290081,B948151,C724292,Online,PLN,REF-60917070,2.0,0.11,1.96,Cancelled
A255821,B307874,C468823,Marketplace,PLN,REF-09211553,1.0,0.0,0.99,Settled
A455286,B708595,C503048,Retail,PLN,REF-46044762,4.31,0.02,4.29,Settled
A125405,B806883,C045788,Wholesale,PLN,REF-23553617,46.12,1.6,44.47,Settled
A629724,B190139,C084304,Subscription,EUR,REF-47113469,9.42,0.37,8.98,Pending
A912809,B196607,C921817,B2B,USD,REF-86953885,4.25,0.1,4.14,Settled
A716862,B706162,C076488,Retail,SEK,REF-00124267,9.65,0.3,9.42,Settled
A312253,B134021,C394810,Wholesale,USD,REF-46096731,1.91,0.0,1.87,In Review
A098054,B822099,C768379,Retail,NOK,REF-99691887,5.24,0.0,5.21,Pending
A621912,B066701,C096998,Retail,PLN,REF-97262648,7.2,0.18,6.99,Settled
A529604,B586643,C870090,Retail,EUR,REF-56762604,6.21,0.0,6.16,Settled
A870942,B816603,C712358,Marketplace,USD,REF-66470356,12.52,0.12,12.42,In Review
A485485,B941563,C433780,Marketplace,EUR,REF-58696659,8.76,0.05,8.75,Failed
A080922,B860197,C333016,Subscription,PLN,REF-45672365,11.35,0.05,11.32,In Review
A901544,B642769,C092634,Retail,SEK,REF-18044459,3.83,0.36,3.48,Settled
A291977,B901145,C543814,B2B,USD,REF-80839419,13.64,0.56,13.16,Settled
A770649,B513000,C767244,Subscription,EUR,REF-43199644,24.48,0.31,24.18,Failed
A083559,B886971,C996458,B2B,EUR,REF-21908432,3.06,0.0,3.04,Pending
A964252,B989181,C271680,Online,EUR,REF-19596095,3.27,0.34,2.88,Cancelled
A921585,B873919,C654886,Retail,USD,REF-21882372,19.36,0.58,18.84,Settled
A068627,B678171,C027791,Marketplace,NOK,REF-65154444,5.71,0.0,5.69,Pending
A940606,B974868,C025016,Marketplace,EUR,REF-54754030,20.45,0.58,19.85,Settled
A794732,B999394,C189842,Marketplace,GBP,REF-65699097,4.67,0.27,4.45,Settled
A905142,B398236,C055671,Subscription,PLN,REF-24089595,21.3,0.05,21.28,In Review
A231511,B299091,C302262,Marketplace,PLN,REF-35955018,7.39,0.18,7.23,Failed
A364727,B658120,C579683,Retail,EUR,REF-66659906,8.18,0.11,8.06,Settled
A503716,B483486,C163211,Online,EUR,REF-50317167,23.26,0.41,22.84,Pending
A479589,B041937,C050795,Wholesale,EUR,REF-37663603,4.98,0.06,4.9,Settled
A724161,B307488,C380550,Online,EUR,REF-32307572,3.13,0.0,3.12,Settled
A913876,B866225,C006278,Retail,EUR,REF-37669644,4.65,0.17,4.46,Settled
A872306,B894679,C624977,B2B,USD,REF-27814587,9.55,0.0,9.540000000000001,Pending
A885081,B145167,C321239,Wholesale,GBP,REF-70220557,1.9,0.09,1.81,Pending
A326465,B693752,C775312,Retail,EUR,REF-16308912,11.08,0.06,11.08,Settled
A011455,B681916,C056727,Wholesale,USD,REF-67072258,4.32,0.0,4.32,Settled
A176756,B783890,C343878,Retail,USD,REF-07652756,16.66,0.0,16.64,Settled
A179043,B326396,C856996,B2B,EUR,REF-40367518,1.0,0.0,0.97,Settled
A777986,B765069,C357657,Marketplace,EUR,REF-49946693,3.55,0.09,3.46,Settled
A408319,B587816,C373045,Retail,EUR,REF-93008649,1.73,0.06,1.66,Reversed
A375638,B170572,C032197,Retail,USD,REF-66163535,3.43,0.0,3.43,Pending
A750666,B793164,C479921,Marketplace,USD,REF-32825025,8.11,0.19,7.99,Settled
A071904,B968296,C705758,Online,EUR,REF-36905883,5.76,0.0,5.75,Reversed
A383245,B508865,C758832,Retail,EUR,REF-71837018,5.43,0.2,5.29,Pending
A400710,B114653,C157710,Wholesale,EUR,REF-86748666,5.86,0.05,5.8,Settled
A206170,B950525,C331044,B2B,EUR,REF-79368882,7.83,0.1,7.78,Reversed
A323850,B153759,C071496,Retail,GBP,REF-90023249,2.97,0.0,2.95,Settled
A828629,B309251,C322635,Online,USD,REF-21826532,11.71,0.36,11.39,Settled
A686829,B286480,C908255,Marketplace,USD,REF-49246643,11.3,0.0,11.260000000000002,Settled
A340961,B560339,C268611,Online,USD,REF-47420141,9.05,0.21,8.8,Reversed
A872990,B249958,C498504,Retail,EUR,REF-41926585,10.38,0.29,10.1,Settled
A113383,B857983,C976352,B2B,EUR,REF-02096371,8.43,0.15,8.33,Settled
A880629,B325844,C949798,Online,USD,REF-22267004,33.88,0.05,33.88,Reversed
A633560,B551524,C209570,Online,GBP,REF-33009475,6.2,0.0,6.19,Settled
A210297,B155411,C419991,Wholesale,PLN,REF-41063636,5.2,0.0,5.2,In Review
A864681,B534416,C684165,B2B,GBP,REF-26997654,3.64,0.0,3.5900000000000003,Settled
A140936,B231958,C988815,Online,USD,REF-35473912,2.91,0.32,2.56,Settled
A576743,B386445,C644821,Online,PLN,REF-77148239,2.46,0.38,2.0,Pending
A590772,B502212,C766833,B2B,GBP,REF-32679254,3.27,0.09,3.17,Settled
A996365,B777735,C461421,Online,SEK,REF-22072501,6.29,0.0,6.24,Settled
A219433,B824318,C130968,Subscription,EUR,REF-46650438,8.69,0.26,8.38,Settled
A874062,B359184,C762221,Wholesale,EUR,REF-02543561,6.93,0.0,6.86,Settled
A141948,B347108,C397139,Subscription,USD,REF-22721359,3.61,0.0,3.52,In Review
A244686,B248059,C180352,Online,EUR,REF-02365316,13.67,0.29,13.41,Settled
A037158,B895198,C501358,Subscription,EUR,REF-06781827,12.02,0.24,11.71,In Review
A329259,B128647,C079224,Online,GBP,REF-76371421,5.85,0.0,5.84,Pending
A727118,B092891,C683320,Retail,USD,REF-02434431,3.95,0.0,3.93,Pending
A195759,B427440,C638952,Marketplace,USD,REF-14337093,10.31,0.08,10.19,Failed
A072762,B393814,C445437,Online,EUR,REF-17688878,7.73,0.17,7.51,Settled
A557684,B285944,C260926,B2B,USD,REF-64403977,2.09,0.03,2.07,In Review
A005475,B440177,C475959,Marketplace,USD,REF-33097409,6.3,0.13,6.13,Failed
A652031,B989629,C874414,Online,EUR,REF-20156162,8.2,0.0,8.2,Reversed
A750480,B268132,C288220,B2B,EUR,REF-73396062,3.24,0.17,3.09,Settled
A749641,B611073,C570773,Online,USD,REF-22162254,7.74,0.0,7.73,Pending
A091725,B728433,C549337,Retail,SEK,REF-93772297,2.08,0.23,1.9,Pending
A529663,B992503,C184386,Marketplace,EUR,REF-80643568,19.37,0.26,19.12,Settled
A321911,B852037,C533063,Marketplace,EUR,REF-88342929,18.05,0.24,17.76,Settled
A122510,B695329,C284826,Subscription,EUR,REF-68203857,5.43,0.0,5.3999999999999995,Failed
A161840,B829368,C843451,B2B,EUR,REF-27662312,8.9,0.52,8.41,Settled
A250374,B847612,C597090,B2B,USD,REF-65451983,1.0,0.12,0.87,Settled
A753715,B788146,C561745,B2B,EUR,REF-75527434,2.64,0.14,2.49,Cancelled
A468330,B112007,C931798,Retail,EUR,REF-92867500,5.26,0.39,4.99,Settled
A088218,B334350,C379002,B2B,SEK,REF-05136436,2.82,0.1,2.66,In Review
A269365,B691446,C381826,Wholesale,EUR,REF-87020746,11.78,0.31,11.5,Failed
A177592,B884587,C238565,Marketplace,USD,REF-81158970,32.87,0.3,32.63,Reversed
A050698,B118475,C059697,Marketplace,SEK,REF-84682627,2.59,0.19,2.39,Settled
A875836,B991144,C812743,Retail,USD,REF-20048827,3.4,0.0,3.4,Settled
A889531,B146436,C689715,Subscription,EUR,REF-13612864,8.03,0.0,8.01,Settled
A057578,B196375,C679145,Online,EUR,REF-16597733,24.14,0.34,23.8,In Review
A521326,B077361,C556381,Wholesale,PLN,REF-18587635,2.5,0.0,2.48,Settled
A860204,B647922,C653926,Marketplace,PLN,REF-98208832,8.12,0.21,7.9,Pending
A595280,B623751,C754142,Online,EUR,REF-90983139,28.56,0.55,28.16,Settled
A341335,B874411,C079577,Subscription,USD,REF-57652637,1.77,0.0,1.75,Settled
A102398,B650529,C501528,Wholesale,EUR,REF-54939781,2.39,0.0,2.3800000000000003,Cancelled
A093011,B085152,C845389,B2B,EUR,REF-74296792,4.74,0.01,4.720000000000001,Settled
A910552,B290332,C398670,Wholesale,SEK,REF-50569418,4.39,0.23,4.16,Settled
A640633,B342830,C562169,Online,EUR,REF-61075086,12.74,0.07,12.74,Settled
A862450,B895415,C430188,B2B,EUR,REF-73579595,8.07,0.3,7.69,In Review
A975322,B717508,C848044,Wholesale,USD,REF-59465415,1.61,0.11,1.52,Pending
A390581,B923409,C811888,B2B,PLN,REF-74107936,10.05,0.02,9.99,Settled
A703196,B822303,C793407,Marketplace,PLN,REF-14989090,4.19,0.0,4.16,In Review
A198226,B804866,C389834,B2B,USD,REF-05077300,18.44,0.15,18.26,Pending
A674465,B439016,C954176,Online,PLN,REF-10245598,4.03,0.16,3.82,In Review
A794436,B626068,C464049,Wholesale,GBP,REF-74422847,4.0,0.03,3.89,Settled
A535272,B767062,C739190,Subscription,NOK,REF-30282761,10.25,0.13,10.14,Settled
A574209,B597740,C250385,Online,USD,REF-78940982,12.25,0.29,11.95,Settled
A452824,B414566,C181524,Wholesale,USD,REF-87004810,9.52,0.25,9.25,Settled
A831554,B393014,C014193,Online,SEK,REF-70162078,1.73,0.0,1.73,Pending
A507121,B908370,C279339,Marketplace,EUR,REF-40222698,10.23,0.3,9.96,Pending
